Queens,Japanese,10F,A
Queens,Caribbean,10G,A
Brooklyn,Coffee/Tea,10A,A
Brooklyn,Coffee/Tea,02G,A
Queens,American,08A,A
Queens,Coffee/Tea,04J,A
Queens,Barbecue,10F,A
Brooklyn,Mexican,04J,Z
Manhattan,Hawaiian,06C,A
Staten Island,Seafood,10F,A
Queens,Mexican,06D,A
Queens,Chinese/Cuban,06D,A
Manhattan,Tex-Mex,10B,A
Queens,Other,08A,N
Manhattan,Coffee/Tea,06E,N
Queens,Latin American,10F,C
Queens,Mexican,06E,A
Queens,Korean,06C,A
Manhattan,American,08A,A
Manhattan,Chinese,10B,A
Manhattan,Steakhouse,02G,A
Manhattan,Turkish,10F,A
Queens,Coffee/Tea,06C,A
Manhattan,American,08A,A
Queens,Sandwiches,04A,A
Queens,Sandwiches,10B,A
Staten Island,Mexican,08C,N
Brooklyn,American,09C,A
Manhattan,American,10F,B
Bronx,Caribbean,10F,A
Manhattan,Chinese,10B,C
Manhattan,Thai,08A,A
Staten Island,American,04A,A
Brooklyn,Mexican,09C,A
Queens,Juice, Smoothies, Fruit Salads,04N,A
Manhattan,Coffee/Tea,02G,A
Staten Island,Italian,06F,A
Manhattan,Chicken,08A,A
Brooklyn,Mexican,10F,A
Brooklyn,Chinese,04L,A
Brooklyn,Jewish/Kosher,10B,A
Manhattan,Coffee/Tea,06C,C
Manhattan,Latin American,06F,A
Queens,Bakery Products/Desserts,10F,C
Manhattan,Japanese,09B,A
Brooklyn,Coffee/Tea,06A,A
Manhattan,Coffee/Tea,10F,A
Queens,Frozen Desserts,10F,A
Staten Island,American,06D,A
Queens,Italian,10H,A
Bronx,Bakery Products/Desserts,10F,A
Brooklyn,Pizza,08A,A
Manhattan,Tex-Mex,06C,A
Bronx,Hamburgers,10F,B
Staten Island,Chicken,08A,B
Brooklyn,Indian,04H,C
Queens,Sandwiches,09C,A
Manhattan,French,08C,C
Brooklyn,Chinese,06D,B
Bronx,Pizza,06A,A
Queens,Latin American,10B,B
Queens,Spanish,10F,A
Manhattan,Chinese,02G,C
Brooklyn,Chicken,02G,B
Brooklyn,New American,04H,N
Queens,Chinese,04H,B
Manhattan,American,02H,A
Bronx,Italian,06D,A
Brooklyn,Latin American,10F,A
Manhattan,American,06C,A
Bronx,Pizza,04N,A
Manhattan,American,04L,Z
Bronx,Pizza,08A,C
Brooklyn,Latin American,10F,A
Manhattan,Japanese,10F,A
Manhattan,Irish,10B,A
Brooklyn,Caribbean,02B,A
Manhattan,Italian,02A,N
Brooklyn,Chinese,10B,A
Manhattan,American,10F,A
Manhattan,Italian,06B,A
Manhattan,American,02G,A
Brooklyn,Chicken,06D,C
Brooklyn,Italian,02B,A
Manhattan,Spanish,04M,A
Manhattan,Sandwiches,04H,A
Manhattan,Chinese,04N,A
Manhattan,American,02G,A
Queens,Latin American,04M,C
Manhattan,Bakery Products/Desserts,06C,A
Brooklyn,Pizza,10B,A
Brooklyn,Chinese,10B,A
Bronx,Latin American,02G,Z
Queens,Bakery Products/Desserts,08A,B
Manhattan,Tex-Mex,10H,A
Queens,Chinese,10D,A
Queens,Pizza,06D,A
Brooklyn,Caribbean,10B,A
Manhattan,Mexican,10H,A
Queens,Chinese,06C,A
Manhattan,Japanese,08C,A
Brooklyn,American,04L,A
Brooklyn,Mediterranean,10F,N
Manhattan,Latin American,10F,B
Queens,Mediterranean,02B,A
Manhattan,American,06C,A
Brooklyn,Chicken,10B,A
Brooklyn,Other,06E,A
Manhattan,Chinese,06F,A
Queens,Chinese,06D,A
Manhattan,Coffee/Tea,06D,A
Manhattan,Latin American,08A,A
Queens,Barbecue,10F,A
Bronx,Chinese,10F,A
Manhattan,Japanese,10B,A
Manhattan,American,04L,A
Manhattan,American,06D,A
Manhattan,Other,10F,A
Queens,Bakery Products/Desserts,06C,B
Brooklyn,Japanese,10B,Z
Brooklyn,Spanish,09C,B
Manhattan,Peruvian,10H,A
Queens,Caribbean,10F,A
Queens,Mexican,09B,A
Manhattan,Juice, Smoothies, Fruit Salads,10F,A
Manhattan,American,08A,B
Queens,Bakery Products/Desserts,06D,A
Queens,Bottled Beverages,06F,N
Queens,American,05H,N
Manhattan,Pizza,02B,B
Brooklyn,Coffee/Tea,10F,A
Staten Island,Pizza,10I,A
Brooklyn,Bakery Products/Desserts,08A,B
Brooklyn,Chicken,04M,A
Manhattan,Japanese,08C,A
Brooklyn,Coffee/Tea,10H,N
Manhattan,American,02B,A
Manhattan,Pizza,04L,A
Manhattan,Pizza,02G,Z
Queens,Latin American,02B,B
Brooklyn,Pizza,02B,A
Queens,Mexican,10F,Z
Brooklyn,Other,10F,A
Manhattan,Chicken,06C,A
Queens,Pizza,02B,C
Manhattan,Bakery Products/Desserts,05D,C
Manhattan,Indian,10F,A
Manhattan,American,02G,B
Brooklyn,Coffee/Tea,10F,A
Brooklyn,Japanese,04J,N
Queens,Bakery Products/Desserts,06F,A
Queens,American,04N,C
Manhattan,American,08A,B
Queens,American,10F,A
Manhattan,Coffee/Tea,08C,C
Brooklyn,American,06A,A
Queens,American,06C,A
Queens,American,10A,A
Brooklyn,American,10F,A
Brooklyn,Mexican,05D,N
Brooklyn,Italian,10F,A
Manhattan,Pizza,04L,C
Staten Island,American,09C,A
Manhattan,American,06D,A
Queens,Pizza,08C,A
Manhattan,Sandwiches/Salads/Mixed Buffet,09C,N
Brooklyn,Asian/Asian Fusion,04A,A
Brooklyn,Coffee/Tea,06C,A
Queens,Caribbean,06F,B
Staten Island,Indian,06E,N
Queens,Mexican,10H,A
Manhattan,Chinese,02G,A
Queens,Jewish/Kosher,06D,C
Manhattan,Hamburgers,04A,A
Queens,American,10F,A
Manhattan,Fusion,02G,B
Manhattan,Chinese,10F,C
Manhattan,Juice, Smoothies, Fruit Salads,06D,A
Bronx,Latin American,06E,A
Queens,Chicken,06D,A
Queens,American,10H,A
Manhattan,Chinese/Cuban,06D,C
Brooklyn,Pizza,02B,C
Queens,Japanese,10F,N
Brooklyn,Chinese,02B,B
Queens,Coffee/Tea,06D,A
Manhattan,American,04O,Z
Brooklyn,Italian,02B,A
Manhattan,Italian,10F,A
Brooklyn,Asian/Asian Fusion,10F,B
Brooklyn,Chinese,10B,A
Brooklyn,Chinese,06C,A
Queens,Japanese,08A,A
Manhattan,Pizza,09C,A
Brooklyn,Donuts,06C,A
Manhattan,Asian/Asian Fusion,02G,A
Manhattan,Hamburgers,10F,A
Brooklyn,Pizza,06D,N
Queens,Spanish,10F,A
Manhattan,Latin American,08A,B
Queens,American,10F,A
Bronx,Pizza,10F,A
Brooklyn,Mediterranean,08A,A
Brooklyn,Mexican,02G,A
Queens,Middle Eastern,10F,A
Manhattan,French,10F,A
Brooklyn,Latin American,08A,A
Brooklyn,Latin American,08A,A
Staten Island,Italian,06D,N
Manhattan,Mediterranean,08C,A
Queens,Sandwiches,04L,A
Manhattan,Barbecue,10F,A
Manhattan,American,06D,A
Bronx,Coffee/Tea,10B,A
Brooklyn,Soul Food,04A,C
Brooklyn,French,04L,A
Queens,Filipino,10F,B
Queens,Korean,04L,A
Manhattan,Korean,06C,A
Brooklyn,American,10H,A
Brooklyn,Chinese,04L,B
Brooklyn,Pizza,04L,N
Brooklyn,Donuts,04N,A
Manhattan,Coffee/Tea,06C,A
Brooklyn,Mexican,05D,A
Queens,Asian/Asian Fusion,06C,B
Brooklyn,American,06D,A
Queens,Other,05F,N
Manhattan,Coffee/Tea,06D,A
Manhattan,Japanese,06C,Z
Queens,Latin American,05B,A
Queens,Chinese,10F,A
Manhattan,American,10F,A
Manhattan,American,06C,A
Brooklyn,Eastern European,06D,A
Queens,Pizza,04K,B
Manhattan,American,10H,A
Manhattan,Coffee/Tea,08A,P
Staten Island,Mexican,08C,B
Brooklyn,American,04C,A
Bronx,Pizza,10D,A
Queens,Filipino,09C,A
Brooklyn,Caribbean,02B,A
Brooklyn,Creole,02G,A
Brooklyn,Bakery Products/Desserts,10F,A
Queens,Other,04L,C
Brooklyn,Jewish/Kosher,02G,A
Manhattan,Mediterranean,10E,A
Manhattan,Mediterranean,02B,A
Manhattan,American,04A,A
Manhattan,Juice, Smoothies, Fruit Salads,04A,A
Manhattan,Thai,06E,A
Queens,Caribbean,04H,C
Bronx,Spanish,10B,B
Queens,Latin American,08A,B
Bronx,Coffee/Tea,05H,N
Brooklyn,Hamburgers,02G,A
Manhattan,Irish,06D,A
Queens,Chinese,08A,A
Brooklyn,American,10F,A
Queens,Chicken,08A,A
Bronx,Latin American,10F,A
Manhattan,Coffee/Tea,10F,A
Manhattan,American,10F,A
Brooklyn,Tex-Mex,10F,A
Queens,Steakhouse,06D,A
Queens,American,10F,A
Manhattan,Chicken,10H,Z
Staten Island,American,02B,A
Queens,Pizza,02G,A
Manhattan,American,04M,A
Queens,Caribbean,04L,Z
Queens,American,04L,B
Bronx,Mexican,06D,A
Bronx,Chinese,08A,A
Bronx,Sandwiches/Salads/Mixed Buffet,02G,B
Manhattan,Hamburgers,04J,N
Queens,African,08A,A
Bronx,Bakery Products/Desserts,04A,A
Manhattan,Chicken,10B,B
Brooklyn,Coffee/Tea,10B,N
Bronx,Pizza,08A,Z
Brooklyn,Chinese,10B,A
Manhattan,Juice, Smoothies, Fruit Salads,10F,A
Bronx,Mexican,10B,A
Queens,American,05D,B
Queens,Pizza,06D,Z
Brooklyn,Hamburgers,06D,A
Manhattan,Pizza,10F,A
Brooklyn,Caribbean,10F,Z
Brooklyn,Pizza,10A,Z
Brooklyn,Sandwiches,05H,Z
Queens,Peruvian,06A,A
Manhattan,Asian/Asian Fusion,02G,B
Manhattan,Frozen Desserts,06D,B
Manhattan,Donuts,10F,A
Brooklyn,American,10F,A
Queens,Spanish,04N,A
Queens,Japanese,06D,A
Queens,Indian,10B,B
Brooklyn,Bakery Products/Desserts,10H,A
Manhattan,Asian/Asian Fusion,06D,A
Queens,Latin American,09E,A
Brooklyn,Pizza,04N,B
Queens,Chicken,09B,A
Manhattan,Jewish/Kosher,10B,A
Brooklyn,Tex-Mex,06A,A
Queens,Spanish,10B,A
Manhattan,Tex-Mex,04N,A
Brooklyn,American,04N,N
Queens,Mexican,06C,A
Manhattan,American,06D,A
Staten Island,Italian,10F,A
Manhattan,American,02G,Z
Manhattan,Irish,10F,A
Manhattan,Continental,06C,C
Bronx,American,10F,A
Manhattan,Italian,04L,B
Brooklyn,Caribbean,02G,C
Brooklyn,Chinese,02B,A
Manhattan,Asian/Asian Fusion,06C,B
Brooklyn,Japanese,02G,B
Manhattan,Latin American,06C,A
Brooklyn,Donuts,10F,A
Queens,Mexican,08C,B
Manhattan,American,06C,A
Manhattan,Other,06C,A
Bronx,Pizza,08A,C
Manhattan,American,10F,A
Queens,American,10F,N
Queens,Caribbean,09B,A
Brooklyn,Caribbean,08A,B
Manhattan,Peruvian,10H,B
Queens,Korean,06D,A
Brooklyn,American,04H,B
Queens,Tex-Mex,08A,A
Manhattan,Bakery Products/Desserts,10F,A
Manhattan,Italian,10F,N
Bronx,Chinese,04M,A
Queens,Hamburgers,10F,A
Manhattan,Chinese,10F,A
Brooklyn,Italian,10F,A
Brooklyn,Pizza,08A,A
Bronx,Japanese,08A,Z
Queens,French,09E,A
Queens,Latin American,10H,C
Manhattan,New American,08A,A
Brooklyn,French,08B,A
Queens,Chinese,06C,C
Staten Island,Bakery Products/Desserts,10F,C
Manhattan,American,02B,A
Brooklyn,Chinese,02G,A
Manhattan,Mexican,10B,A
Brooklyn,American,10B,A
Queens,Coffee/Tea,10E,A
Manhattan,Donuts,06C,A
Brooklyn,Chinese,10F,A
Brooklyn,American,02G,C
Manhattan,American,10F,A
Staten Island,American,06C,A
Manhattan,American,02G,C
Brooklyn,Chinese,10F,A
Manhattan,Coffee/Tea,06C,A
Manhattan,Indian,02H,B
Manhattan,American,04H,A
Queens,Latin American,04N,A
Manhattan,French,06D,B
Manhattan,Korean,06D,A
Manhattan,Mexican,06D,A
Brooklyn,Coffee/Tea,10F,A
Queens,Latin American,06C,A
Queens,Hamburgers,10B,A
Queens,Juice, Smoothies, Fruit Salads,10G,A
Manhattan,American,02G,C
Manhattan,Donuts,06D,A
Brooklyn,Pizza,08A,Z
Bronx,American,02B,B
Manhattan,Bagels/Pretzels,10F,A
Brooklyn,Chinese,06C,B
Manhattan,Coffee/Tea,10H,A
Queens,Caribbean,10F,A
Manhattan,Pizza,10G,N
Manhattan,Latin American,10F,A
Brooklyn,Other,04N,N
Manhattan,American,06D,A
Manhattan,Steakhouse,06D,A
Queens,American,05H,Z
Queens,Indian,06D,C
Bronx,Bottled Beverages,10F,A
Manhattan,Chinese,06F,A
Brooklyn,Juice, Smoothies, Fruit Salads,10B,A
Staten Island,Chinese,06D,B
Queens,Filipino,02B,C
Brooklyn,Caribbean,08A,A
Manhattan,Donuts,04A,A
Brooklyn,Juice, Smoothies, Fruit Salads,09E,A
Manhattan,American,08A,Z
Manhattan,Frozen Desserts,04A,A
Manhattan,American,08A,A
Manhattan,Greek,04N,B
Manhattan,Pizza,02B,B
Manhattan,American,10B,A
Queens,Italian,08A,A
Brooklyn,American,06D,A
Manhattan,Chinese,10F,A
Manhattan,Hamburgers,10E,A
Manhattan,Japanese,08A,N
Brooklyn,Chinese,02B,B
Bronx,Chinese,02B,A
Manhattan,Bakery Products/Desserts,06A,A
Manhattan,American,06D,A
Manhattan,Asian/Asian Fusion,06E,A
Bronx,Middle Eastern,10E,A
Bronx,Latin American,10G,A
Brooklyn,Frozen Desserts,10A,A
Manhattan,Pizza,02B,C
Brooklyn,American,08C,A
Queens,Sandwiches/Salads/Mixed Buffet,04A,Z
Queens,Bakery Products/Desserts,04L,A
Bronx,American,10B,N
Manhattan,American,04L,A
Staten Island,Coffee/Tea,10E,A
Manhattan,Pizza,10B,B
Manhattan,American,06A,A
Bronx,Spanish,10F,A
Bronx,Chicken,04N,A
Manhattan,American,06D,A
Bronx,Chinese,02G,B
Bronx,Juice, Smoothies, Fruit Salads,04L,C
Brooklyn,American,02G,A
Queens,Juice, Smoothies, Fruit Salads,04A,B
Manhattan,Mediterranean,08A,B
Manhattan,Japanese,10F,A
Manhattan,African,04N,A
Brooklyn,Caribbean,02H,Z
Queens,Chinese,04M,B
Brooklyn,Chinese,04L,A
Brooklyn,Mexican,08A,B
Brooklyn,Pizza,06A,A
Bronx,American,10B,A
Manhattan,Frozen Desserts,04A,A
Queens,Chinese,10B,A
Manhattan,Italian,06H,C
Queens,Korean,08A,A
Manhattan,Bakery Products/Desserts,08A,A
Staten Island,Chinese,02B,B
Manhattan,American,04A,C
Queens,Chinese,05D,B
Manhattan,Italian,02B,A
Bronx,Bakery Products/Desserts,08A,A
Manhattan,Other,10F,A
Brooklyn,Latin American,10F,A
Manhattan,Seafood,04K,Z
Brooklyn,American,06D,A
Queens,Japanese,02G,B
Manhattan,Juice, Smoothies, Fruit Salads,06D,C
Bronx,Sandwiches,04A,B
Manhattan,Italian,02G,B
Bronx,Chicken,02B,A
Queens,Coffee/Tea,06E,C
Manhattan,Sandwiches,10B,N
Manhattan,French,06F,A
Staten Island,Chicken,10B,A
Manhattan,Coffee/Tea,10B,A
Brooklyn,Mexican,08A,B
Queens,Asian/Asian Fusion,04N,A
Bronx,American,04A,C
Brooklyn,Coffee/Tea,10B,A
Manhattan,American,08C,A
Brooklyn,Asian/Asian Fusion,10F,A
Brooklyn,Sandwiches,10F,A
Manhattan,Chinese,02G,A
Brooklyn,Spanish,10F,A
Manhattan,American,06E,A
Manhattan,American,10F,A
Manhattan,Japanese,08A,N
Manhattan,Coffee/Tea,10G,A
Brooklyn,Coffee/Tea,04C,A
Manhattan,Coffee/Tea,04H,A
Manhattan,Latin American,10H,B
Brooklyn,Indian,10B,C
Brooklyn,Juice, Smoothies, Fruit Salads,06C,A
Brooklyn,Other,08C,A
Manhattan,Japanese,06C,A
Manhattan,Hamburgers,04N,B
Queens,Hamburgers,10G,P
Manhattan,Coffee/Tea,02B,A
Manhattan,American,06D,A
Brooklyn,Creole,04N,A
Brooklyn,Sandwiches,10F,A
Manhattan,Mediterranean,10F,A
Manhattan,American,06D,Z
Queens,Japanese,10B,A
Staten Island,Mediterranean,10F,A
Manhattan,American,02G,A
Queens,Chinese,02G,A
Brooklyn,Sandwiches,06D,A
Queens,Japanese,10B,A
Manhattan,Spanish,06C,B
Manhattan,Latin American,02B,A
Brooklyn,Sandwiches/Salads/Mixed Buffet,04N,A
Manhattan,Chinese,10F,A
Brooklyn,Chinese,10F,A
Brooklyn,Chinese,06E,A
Staten Island,Coffee/Tea,02B,B
Brooklyn,Bagels/Pretzels,10F,B
Brooklyn,Spanish,10B,A
Brooklyn,Mexican,04L,B
Manhattan,Coffee/Tea,10B,A
Brooklyn,Japanese,10F,A
Manhattan,Other,04L,N
Manhattan,American,08A,A
Queens,Donuts,10F,A
Brooklyn,Pancakes/Waffles,10F,A
Queens,Korean,10F,A
Queens,Korean,10F,A
Queens,Korean,06C,A
Manhattan,Bakery Products/Desserts,10F,A
Queens,Latin American,08A,A
Brooklyn,Chinese,05D,C
Manhattan,German,06C,A
Manhattan,Hamburgers,10H,A
Queens,Tex-Mex,10F,A
Brooklyn,Spanish,05H,C
Manhattan,Coffee/Tea,10F,A
Manhattan,Sandwiches,06F,Z
Manhattan,Donuts,04L,A
Brooklyn,Caribbean,02G,Z
Manhattan,Italian,06D,A
Manhattan,American,06D,A
Brooklyn,American,10F,A
Bronx,Donuts,10B,A
Brooklyn,Asian/Asian Fusion,08C,A
Brooklyn,Caribbean,08A,C
Manhattan,Indian,02G,C
Brooklyn,Mexican,10F,A
Queens,Latin American,08A,C
Brooklyn,American,08A,B
Queens,Mexican,04A,C
Queens,Irish,04N,N
Manhattan,Mexican,10G,A
Brooklyn,Chinese,06C,B
Brooklyn,Japanese,02B,C
Brooklyn,Japanese,06A,B
Brooklyn,African,09E,Z
Queens,Latin American,04M,B
Manhattan,Bakery Products/Desserts,04K,B
Manhattan,Bakery Products/Desserts,06C,C
Queens,Asian/Asian Fusion,02G,A
Bronx,Japanese,08A,B
Brooklyn,American,02G,A
Brooklyn,Thai,02G,C
Manhattan,Tex-Mex,10B,A
Manhattan,Hawaiian,05D,N
Bronx,Chicken,10B,A
Manhattan,Mediterranean,02H,Z
Brooklyn,American,10F,A
Queens,German,08A,A
Brooklyn,Pizza,04M,A
Queens,Pizza,10F,P
Brooklyn,American,04A,A
Queens,Chinese,02B,A
Manhattan,Other,04A,N
Manhattan,American,06A,A
Queens,Bakery Products/Desserts,06D,C
Queens,Chicken,10F,A
Brooklyn,Chicken,10F,A
Manhattan,American,04L,B
Manhattan,Greek,10F,A
Manhattan,French,10F,A
Queens,Coffee/Tea,04A,C
Manhattan,American,10F,A
Queens,Chinese,10H,A
Queens,Donuts,10F,A
Queens,Coffee/Tea,04C,A
Queens,Chinese,09C,C
Bronx,Latin American,10F,A
Queens,Asian/Asian Fusion,10F,A
Brooklyn,Bakery Products/Desserts,08A,Z
Brooklyn,Jewish/Kosher,04H,B
Bronx,Donuts,04H,A
Bronx,Donuts,10F,A
Brooklyn,Jewish/Kosher,08C,C
Brooklyn,Bottled Beverages,08A,Z
Queens,Other,04K,N
Brooklyn,Creole,10F,C
Queens,Chinese,10H,B
Manhattan,Italian,10F,A
Staten Island,Pizza,04K,A
Manhattan,Other,02G,A
Queens,Caribbean,06C,Z
Brooklyn,Donuts,10F,A
Manhattan,Donuts,09C,A
Queens,Pizza,02G,C
Brooklyn,Bagels/Pretzels,10F,A
Brooklyn,Greek,10E,A
Brooklyn,Latin American,08A,B
Manhattan,Chinese,04M,A
Brooklyn,American,08C,A
Manhattan,Italian,06F,A
Queens,Asian/Asian Fusion,06A,B
Manhattan,Spanish,02G,A
Manhattan,Indian,28-06,C
Manhattan,Other,02B,A
Bronx,Chinese,02B,A
Brooklyn,Japanese,02B,A
Manhattan,Juice, Smoothies, Fruit Salads,04A,B
Queens,Asian/Asian Fusion,04L,C
Bronx,Mexican,06C,A
Manhattan,Coffee/Tea,10D,N
Bronx,Latin American,04N,A
Brooklyn,Mexican,04N,C
Staten Island,Pizza,09B,A
Manhattan,Chicken,08A,A
Queens,Juice, Smoothies, Fruit Salads,10B,A
Manhattan,Sandwiches,06F,A
Brooklyn,Thai,09B,A
Queens,Mexican,04N,A
Manhattan,American,06E,N
Brooklyn,Vegan,06D,A
Bronx,Pancakes/Waffles,10F,A
Manhattan,Chicken,10F,A
Brooklyn,Bagels/Pretzels,08A,A
Brooklyn,Mexican,10F,N
Bronx,Latin American,06D,A
Queens,Spanish,10F,A
Manhattan,Bakery Products/Desserts,08A,Z
Manhattan,Chinese,02G,A
Manhattan,Mediterranean,10G,C
Queens,Bangladeshi,04M,Z
Manhattan,American,06D,A
Brooklyn,Bakery Products/Desserts,04L,A
Bronx,Bakery Products/Desserts,02G,P
Manhattan,Chinese,10F,N
Brooklyn,Italian,10B,N
Manhattan,Indian,06D,A
Manhattan,Italian,10A,A
Queens,Coffee/Tea,08C,A
Queens,Filipino,02B,C
Queens,Latin American,06A,A
Bronx,Bakery Products/Desserts,10F,A
Queens,Chinese,10F,P
Brooklyn,Bakery Products/Desserts,06E,A
Brooklyn,American,08A,A
Bronx,Mexican,10B,A
Manhattan,Mexican,10F,A
Brooklyn,American,06C,A
Manhattan,Other,10G,A
Brooklyn,Soups/Salads/Sandwiches,04L,A
Queens,Bakery Products/Desserts,05D,B
Bronx,Chinese,10F,A
Manhattan,Tex-Mex,09C,A
Bronx,Caribbean,10F,A
Bronx,Latin American,06C,A
Bronx,Chinese,10I,A
Brooklyn,American,10F,A
Manhattan,Donuts,10F,A
Bronx,Pizza,06F,A
Queens,Peruvian,02G,B
Bronx,Chicken,10B,A
Bronx,Coffee/Tea,10F,A
Brooklyn,Chinese,05D,A
Brooklyn,Caribbean,10H,A
Brooklyn,Chinese,09B,B
Queens,Latin American,09E,B
Manhattan,Coffee/Tea,04L,A
Manhattan,American,10F,A
Brooklyn,American,06C,A
Queens,Japanese,10F,P
Brooklyn,American,10F,A
Manhattan,Seafood,04L,A
Brooklyn,Caribbean,10F,A
Manhattan,Chinese,02B,B
Queens,Chicken,02G,C
Manhattan,Donuts,10F,A
Manhattan,Coffee/Tea,04L,A
Queens,Bakery Products/Desserts,08B,A
Brooklyn,Mexican,06D,A
Queens,Juice, Smoothies, Fruit Salads,10F,A
Brooklyn,Spanish,10F,A
Brooklyn,American,08A,N
Manhattan,American,06C,A
Staten Island,American,06D,A
Bronx,American,10D,A
Bronx,Spanish,04M,C
Manhattan,Coffee/Tea,10F,A
Manhattan,Chinese,06D,A
Brooklyn,American,10F,A
Manhattan,Mexican,02G,B
Brooklyn,Salads,02G,A
Manhattan,Coffee/Tea,10F,A
Queens,Pizza,10F,A
Manhattan,Chinese,10F,A
Queens,Chinese,06C,A
Brooklyn,Thai,04L,B
Queens,Japanese,10F,A
Queens,Caribbean,08A,B
Queens,Bakery Products/Desserts,06C,A
Brooklyn,Japanese,02G,A
Manhattan,Bakery Products/Desserts,04L,P
Bronx,Latin American,08A,Z
Bronx,Hamburgers,10B,C
Brooklyn,Seafood,05C,N
Brooklyn,Middle Eastern,10F,A
Manhattan,Italian,06A,N
Manhattan,American,04K,A
Manhattan,Frozen Desserts,04N,A
Manhattan,Hotdogs/Pretzels,10B,A
Brooklyn,Juice, Smoothies, Fruit Salads,06D,A
Manhattan,Pizza,02B,A
Queens,American,06E,N
Queens,Hamburgers,02G,A
Manhattan,American,04L,B
Manhattan,American,04J,A
Manhattan,Chinese,04N,A
Brooklyn,American,10F,A
Queens,American,04K,A
Queens,Chinese,06C,A
Manhattan,American,10F,A
Queens,Bakery Products/Desserts,06E,C
Brooklyn,Frozen Desserts,02G,Z
Manhattan,Other,04L,A
Bronx,Juice, Smoothies, Fruit Salads,10B,B
Bronx,Pizza,10F,A
Brooklyn,American,08C,A
Bronx,Pizza,05D,A
Manhattan,New French,10F,A
Manhattan,Asian/Asian Fusion,06C,B
Manhattan,Coffee/Tea,05H,C
Manhattan,Italian,05D,B
Brooklyn,Thai,04A,C
Brooklyn,Japanese,10F,A
Brooklyn,Italian,08A,A
Manhattan,Pizza,10F,A
Manhattan,Chicken,06D,A
Manhattan,Coffee/Tea,10F,A
Bronx,Spanish,06E,N
Queens,Caribbean,09C,A
Manhattan,American,10F,A
Queens,Chinese,08A,A
Brooklyn,Caribbean,10B,A
Queens,Caribbean,10F,A
Brooklyn,Caribbean,10F,A
Brooklyn,Jewish/Kosher,04N,B
Queens,Chinese,04M,Z
Brooklyn,Mexican,02H,A
Staten Island,Bagels/Pretzels,02G,A
Brooklyn,Mediterranean,06D,A
Manhattan,Hawaiian,10B,A
Manhattan,Pizza,02B,A
Staten Island,American,10E,A
Brooklyn,Mexican,10F,A
Brooklyn,American,10F,A
Manhattan,Coffee/Tea,06D,A
Bronx,Chinese,08A,N
Manhattan,American,04L,A
Brooklyn,Pizza,06C,A
Queens,American,05D,N
Manhattan,Jewish/Kosher,06D,A
Manhattan,Frozen Desserts,10F,A
Queens,American,10F,A
Manhattan,Tex-Mex,10F,A
Manhattan,Pizza,05D,A
Brooklyn,Pizza,10F,A
Queens,American,10F,A
Brooklyn,Coffee/Tea,10G,A
Brooklyn,Pizza,06A,A
Bronx,Coffee/Tea,02B,A
Brooklyn,Korean,04N,N
Manhattan,French,04L,A
Manhattan,American,05D,N
Brooklyn,American,06D,A
Queens,Coffee/Tea,04E,A
Brooklyn,Mediterranean,10B,N
Bronx,Chinese,10F,A
Queens,Vegetarian,06C,B
Manhattan,Spanish,04N,Z
Manhattan,Chinese,06C,A
Queens,Chicken,10B,A
Brooklyn,Caribbean,04H,A
Manhattan,Asian/Asian Fusion,10F,N
Manhattan,Japanese,04M,B
Manhattan,Sandwiches,10F,A
Queens,Japanese,09B,A
Manhattan,Coffee/Tea,04N,A
Queens,American,08A,B
Queens,American,04N,A
Queens,Chinese,08A,A
Brooklyn,Italian,06C,A
Brooklyn,Thai,06C,A
Queens,Donuts,08A,A
Brooklyn,Pizza,02G,C
Manhattan,Greek,06C,A
Staten Island,Coffee/Tea,06A,N
Brooklyn,Jewish/Kosher,04A,B
Manhattan,Other,06D,A
Manhattan,Coffee/Tea,10F,N
Manhattan,Japanese,04L,A
Manhattan,American,08A,C
Queens,Soul Food,08A,C
Queens,Bakery Products/Desserts,10F,A
Bronx,Pizza,10F,A
Queens,Latin American,08A,A
Brooklyn,American,05E,Z
Manhattan,Mediterranean,10F,A
Manhattan,Coffee/Tea,10F,A
Brooklyn,Coffee/Tea,10F,A
Queens,Chinese,02B,B
Bronx,Chinese,10A,A
Manhattan,Italian,04L,A
Manhattan,Italian,08A,A
Brooklyn,Pizza,08C,A
Bronx,Chinese,06F,N
Bronx,Latin American,04J,A
Brooklyn,Spanish,04N,A
Queens,Caribbean,04L,B
Brooklyn,Mexican,08A,B
Staten Island,Mexican,04A,B
Bronx,Caribbean,02B,C
Brooklyn,Mediterranean,10F,A
Brooklyn,American,08A,B
Manhattan,American,09B,A
Manhattan,Coffee/Tea,06C,A
Manhattan,Chinese,10F,B
Bronx,Hamburgers,10B,A
Brooklyn,Middle Eastern,10F,A
Brooklyn,Latin American,10G,Z
Brooklyn,Japanese,09C,A
Bronx,Seafood,10F,A
Bronx,Chinese,05D,A
Manhattan,American,08A,A
Queens,Greek,10F,A
Queens,Spanish,04L,C
Brooklyn,Frozen Desserts,06F,B
Staten Island,Irish,08A,B
Manhattan,Tapas,10B,N
Bronx,African,04M,C
Manhattan,American,06C,A
Queens,American,10E,A
Queens,Caribbean,04L,C
Manhattan,Donuts,10F,A
Manhattan,Spanish,10F,A
Manhattan,Chinese,10F,N
Brooklyn,Hamburgers,08A,A
Manhattan,Sandwiches,10F,A
Brooklyn,Latin American,02B,B
Manhattan,Pizza,10B,A
